example_id                                                       | status | run_time        |
./spec/graphql/mutations/transition_ticket_spec.rb[1:3:1]        | passed | 0.01039 seconds |
./spec/graphql/mutations/transition_ticket_spec.rb[1:4:1:1]      | passed | 0.01425 seconds |
./spec/graphql/mutations/transition_ticket_spec.rb[1:4:2:1]      | passed | 0.01637 seconds |
./spec/graphql/mutations/transition_ticket_spec.rb[1:4:3:1]      | passed | 0.01647 seconds |
./spec/graphql/mutations/transition_ticket_spec.rb[1:5:1]        | passed | 0.00518 seconds |
./spec/graphql/queries/query_type_spec.rb[1:1:1:1]               | passed | 0.00482 seconds |
./spec/graphql/queries/query_type_spec.rb[1:1:2:1]               | passed | 0.0044 seconds  |
./spec/graphql/queries/query_type_spec.rb[1:1:3:1]               | passed | 0.00128 seconds |
./spec/graphql/queries/query_type_spec.rb[1:2:1:1]               | passed | 0.00875 seconds |
./spec/graphql/queries/query_type_spec.rb[1:2:2:1]               | passed | 0.01184 seconds |
./spec/graphql/queries/query_type_spec.rb[1:2:3:1]               | passed | 0.00992 seconds |
./spec/graphql/queries/query_type_spec.rb[1:3:1:1]               | passed | 0.00754 seconds |
./spec/graphql/queries/query_type_spec.rb[1:3:1:2]               | passed | 0.00675 seconds |
./spec/graphql/queries/query_type_spec.rb[1:3:2:1]               | passed | 0.00947 seconds |
./spec/graphql/queries/query_type_spec.rb[1:4:1:1]               | passed | 0.00676 seconds |
./spec/graphql/queries/query_type_spec.rb[1:4:2:1]               | passed | 0.00652 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:1:1:1]       | passed | 0.01215 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:1:2:1]       | passed | 0.01739 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:1:3:1]       | passed | 0.0013 seconds  |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:2:1]         | passed | 0.0403 seconds  |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:2:2]         | passed | 0.0379 seconds  |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:2:3]         | passed | 0.03824 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:3:1:1]       | passed | 0.01544 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:3:2:1]       | passed | 0.02152 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:3:3:1]       | passed | 0.01914 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:3:3:2]       | passed | 0.01532 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:3:4:1]       | passed | 0.02034 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:3:4:2]       | passed | 0.0161 seconds  |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:4:1]         | passed | 0.01338 seconds |
./spec/graphql/resolvers/tickets_resolver_spec.rb[1:4:2]         | passed | 0.01417 seconds |
./spec/graphql/ticket_attachments_spec.rb[1:1:1]                 | passed | 0.01533 seconds |
./spec/graphql/ticket_attachments_spec.rb[1:1:2]                 | passed | 0.00835 seconds |
./spec/graphql/ticket_attachments_spec.rb[1:2:1]                 | passed | 0.02507 seconds |
./spec/graphql/ticket_by_number_spec.rb[1:1]                     | passed | 0.00914 seconds |
./spec/graphql/ticket_by_number_spec.rb[1:2]                     | passed | 0.01631 seconds |
./spec/graphql/tix_api_schema_spec.rb[1:1:1:1]                   | passed | 0.00488 seconds |
./spec/graphql/tix_api_schema_spec.rb[1:1:2:1]                   | passed | 0.01046 seconds |
./spec/graphql/tix_api_schema_spec.rb[1:2:1]                     | passed | 0.0014 seconds  |
./spec/graphql/tix_api_schema_spec.rb[1:2:2]                     | passed | 0.00142 seconds |
./spec/graphql/tix_api_schema_spec.rb[1:2:3]                     | passed | 0.00151 seconds |
./spec/graphql/tix_api_schema_spec.rb[1:2:4]                     | passed | 0.00243 seconds |
./spec/graphql/tix_api_schema_spec.rb[1:2:5]                     | passed | 0.00058 seconds |
./spec/integration/agent_workflow_spec.rb[1:1:1]                 | passed | 0.03497 seconds |
./spec/integration/agent_workflow_spec.rb[1:2:1]                 | passed | 0.0183 seconds  |
./spec/integration/agent_workflow_spec.rb[1:2:2]                 | passed | 0.0241 seconds  |
./spec/integration/agent_workflow_spec.rb[1:2:3]                 | passed | 0.01988 seconds |
./spec/integration/agent_workflow_spec.rb[1:3:1]                 | passed | 0.02738 seconds |
./spec/integration/agent_workflow_spec.rb[1:4:1]                 | passed | 0.02615 seconds |
./spec/integration/agent_workflow_spec.rb[1:5:1]                 | passed | 0.02608 seconds |
./spec/integration/agent_workflow_spec.rb[1:6:1]                 | passed | 0.01445 seconds |
./spec/integration/authentication_spec.rb[1:1:1]                 | passed | 0.01016 seconds |
./spec/integration/authentication_spec.rb[1:1:2]                 | passed | 0.00757 seconds |
./spec/integration/authentication_spec.rb[1:1:3]                 | passed | 0.00628 seconds |
./spec/integration/authentication_spec.rb[1:2:1]                 | passed | 0.01146 seconds |
./spec/integration/authentication_spec.rb[1:3:1]                 | passed | 0.00195 seconds |
./spec/integration/authentication_spec.rb[1:4:1]                 | passed | 0.01096 seconds |
./spec/integration/authentication_spec.rb[1:4:2]                 | passed | 0.01116 seconds |
./spec/integration/authentication_spec.rb[1:4:3]                 | passed | 0.00528 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:1:1]           | passed | 0.04826 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:1:2]           | passed | 0.04984 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:1:3]           | passed | 0.04298 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:2:1]           | passed | 0.04366 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:2:2]           | passed | 0.04002 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:2:3]           | passed | 0.04332 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:3:1]           | passed | 0.05116 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:3:2]           | passed | 0.03121 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:4:1]           | passed | 0.02659 seconds |
./spec/integration/statistics_dashboard_spec.rb[1:5:1]           | passed | 0.06978 seconds |
./spec/integration/ticket_lifecycle_spec.rb[1:1:1]               | passed | 0.03899 seconds |
./spec/integration/ticket_lifecycle_spec.rb[1:2:1]               | passed | 0.03349 seconds |
./spec/integration/ticket_lifecycle_spec.rb[1:3:1]               | passed | 0.01749 seconds |
./spec/integration/ticket_lifecycle_spec.rb[1:4:1]               | passed | 0.0246 seconds  |
./spec/jobs/open_ticket_reminder_job_spec.rb[1:1:1]              | passed | 0.02561 seconds |
./spec/jobs/open_ticket_reminder_job_spec.rb[1:1:2]              | passed | 0.02738 seconds |
./spec/jobs/open_ticket_reminder_job_spec.rb[1:1:3]              | passed | 0.02622 seconds |
./spec/jobs/open_ticket_reminder_job_spec.rb[1:1:4]              | passed | 0.024 seconds   |
./spec/jobs/ticket_assignment_job_spec.rb[1:1:1:1]               | passed | 0.01827 seconds |
./spec/jobs/ticket_assignment_job_spec.rb[1:1:1:2]               | passed | 0.01738 seconds |
./spec/jobs/ticket_assignment_job_spec.rb[1:1:1:3]               | passed | 0.0151 seconds  |
./spec/jobs/ticket_assignment_job_spec.rb[1:1:2:1]               | passed | 0.00647 seconds |
./spec/jobs/ticket_assignment_job_spec.rb[1:1:2:2]               | passed | 0.00639 seconds |
./spec/jobs/ticket_assignment_job_spec.rb[1:1:3:1]               | passed | 0.01543 seconds |
./spec/jobs/ticket_assignment_job_spec.rb[1:1:4:1]               | passed | 0.00083 seconds |
./spec/jobs/ticket_assignment_job_spec.rb[1:1:5:1]               | passed | 0.01831 seconds |
./spec/jobs/ticket_export_job_spec.rb[1:1:1]                     | passed | 0.01781 seconds |
./spec/jobs/ticket_export_job_spec.rb[1:1:2]                     | passed | 0.02122 seconds |
./spec/jobs/ticket_export_job_spec.rb[1:1:3]                     | passed | 0.01374 seconds |
./spec/mailers/export_mailer_spec.rb[1:1:1]                      | passed | 0.05859 seconds |
./spec/mailers/export_mailer_spec.rb[1:1:2]                      | passed | 0.00594 seconds |
./spec/mailers/export_mailer_spec.rb[1:1:3]                      | passed | 0.00749 seconds |
./spec/mailers/export_mailer_spec.rb[1:1:4]                      | passed | 0.00592 seconds |
./spec/mailers/reminder_mailer_spec.rb[1:1:1]                    | passed | 0.02874 seconds |
./spec/mailers/reminder_mailer_spec.rb[1:1:2]                    | passed | 0.02806 seconds |
./spec/mailers/reminder_mailer_spec.rb[1:1:3]                    | passed | 0.01687 seconds |
./spec/mailers/reminder_mailer_spec.rb[1:1:4]                    | passed | 0.01462 seconds |
./spec/mailers/reminder_mailer_spec.rb[1:1:5]                    | passed | 0.01888 seconds |
./spec/mailers/reminder_mailer_spec.rb[1:1:6]                    | passed | 0.01524 seconds |
./spec/mailers/reminder_mailer_spec.rb[1:1:7]                    | passed | 0.02552 seconds |
./spec/mailers/reminder_mailer_spec.rb[1:1:8]                    | passed | 0.01944 seconds |
./spec/models/agent_spec.rb[1:1:1]                               | passed | 0.00385 seconds |
./spec/models/agent_spec.rb[1:1:2]                               | passed | 0.00335 seconds |
./spec/models/agent_spec.rb[1:1:3]                               | passed | 0.00571 seconds |
./spec/models/agent_spec.rb[1:2:1]                               | passed | 0.00102 seconds |
./spec/models/agent_spec.rb[1:2:2]                               | passed | 0.00151 seconds |
./spec/models/agent_spec.rb[1:3:1:1]                             | passed | 0.00125 seconds |
./spec/models/agent_spec.rb[1:3:2:1]                             | passed | 0.01122 seconds |
./spec/models/agent_spec.rb[1:3:2:2]                             | passed | 0.01289 seconds |
./spec/models/agent_spec.rb[1:3:2:3]                             | passed | 0.0176 seconds  |
./spec/models/agent_spec.rb[1:3:3:1]                             | passed | 0.0084 seconds  |
./spec/models/comment_spec.rb[1:1:1]                             | passed | 0.00386 seconds |
./spec/models/comment_spec.rb[1:2:1]                             | passed | 0.001 seconds   |
./spec/models/comment_spec.rb[1:2:2]                             | passed | 0.00134 seconds |
./spec/models/comment_spec.rb[1:3:1:1]                           | passed | 0.01036 seconds |
./spec/models/comment_spec.rb[1:3:2:1]                           | passed | 0.01178 seconds |
./spec/models/comment_spec.rb[1:3:3:1]                           | passed | 0.01164 seconds |
./spec/models/comment_spec.rb[1:4:1]                             | passed | 0.01671 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:1:1]        | passed | 0.00685 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:1:2]        | passed | 0.01981 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:1:3]        | passed | 0.01521 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:1:4]        | passed | 0.02177 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:1:5]        | passed | 0.01528 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:2:1]        | passed | 0.00768 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:2:2]        | passed | 0.006 seconds   |
./spec/models/concerns/auditable_history_spec.rb[1:1:3:1]        | passed | 0.00967 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:3:2]        | passed | 0.00619 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:1:4:1]        | passed | 0.01555 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:2:1:1]        | passed | 0.01093 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:2:1:2]        | passed | 0.01671 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:2:1:3]        | passed | 0.02888 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:2:1:4]        | passed | 0.01671 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:3:1]          | passed | 0.01479 seconds |
./spec/models/concerns/auditable_history_spec.rb[1:4:1:1]        | passed | 0.00549 seconds |
./spec/models/customer_spec.rb[1:1:1]                            | passed | 0.00396 seconds |
./spec/models/customer_spec.rb[1:1:2]                            | passed | 0.00265 seconds |
./spec/models/customer_spec.rb[1:1:3]                            | passed | 0.00491 seconds |
./spec/models/customer_spec.rb[1:2:1]                            | passed | 0.00363 seconds |
./spec/models/customer_spec.rb[1:2:2]                            | passed | 0.00149 seconds |
./spec/models/customer_spec.rb[1:3:1]                            | passed | 0.00401 seconds |
./spec/models/refresh_token_spec.rb[1:1:1]                       | passed | 0.00166 seconds |
./spec/models/refresh_token_spec.rb[1:2:1]                       | passed | 0.00314 seconds |
./spec/models/refresh_token_spec.rb[1:2:2]                       | passed | 0.00988 seconds |
./spec/models/refresh_token_spec.rb[1:2:3]                       | passed | 0.00312 seconds |
./spec/models/refresh_token_spec.rb[1:3:1]                       | passed | 0.00515 seconds |
./spec/models/refresh_token_spec.rb[1:3:2]                       | passed | 0.00585 seconds |
./spec/models/refresh_token_spec.rb[1:3:3]                       | passed | 0.00462 seconds |
./spec/models/refresh_token_spec.rb[1:3:4]                       | passed | 0.00537 seconds |
./spec/models/refresh_token_spec.rb[1:4:1]                       | passed | 0.00497 seconds |
./spec/models/refresh_token_spec.rb[1:4:2]                       | passed | 0.01157 seconds |
./spec/models/refresh_token_spec.rb[1:4:3]                       | passed | 0.00575 seconds |
./spec/models/refresh_token_spec.rb[1:4:4]                       | passed | 0.00573 seconds |
./spec/models/refresh_token_spec.rb[1:5:1]                       | passed | 0.00569 seconds |
./spec/models/refresh_token_spec.rb[1:5:2]                       | passed | 0.00635 seconds |
./spec/models/refresh_token_spec.rb[1:6:1]                       | passed | 0.00716 seconds |
./spec/models/refresh_token_spec.rb[1:7:1]                       | passed | 0.01222 seconds |
./spec/models/refresh_token_spec.rb[1:7:2]                       | passed | 0.01091 seconds |
./spec/models/refresh_token_spec.rb[1:7:3]                       | passed | 0.01045 seconds |
./spec/models/ticket_spec.rb[1:1:1]                              | passed | 0.00449 seconds |
./spec/models/ticket_spec.rb[1:1:2]                              | passed | 0.0033 seconds  |
./spec/models/ticket_spec.rb[1:2:1]                              | passed | 0.00898 seconds |
./spec/models/ticket_spec.rb[1:2:2]                              | passed | 0.0173 seconds  |
./spec/models/ticket_spec.rb[1:3:1]                              | passed | 0.0016 seconds  |
./spec/models/ticket_spec.rb[1:3:2]                              | passed | 0.00166 seconds |
./spec/models/ticket_spec.rb[1:3:3]                              | passed | 0.00075 seconds |
./spec/models/ticket_spec.rb[1:4:1]                              | passed | 0.00928 seconds |
./spec/models/ticket_spec.rb[1:4:2:1]                            | passed | 0.02681 seconds |
./spec/models/ticket_spec.rb[1:4:2:2]                            | passed | 0.03143 seconds |
./spec/models/ticket_spec.rb[1:4:2:3]                            | passed | 0.02556 seconds |
./spec/models/ticket_spec.rb[1:4:2:4]                            | passed | 0.02839 seconds |
./spec/models/ticket_spec.rb[1:4:2:5]                            | passed | 0.02476 seconds |
./spec/models/ticket_spec.rb[1:5:1]                              | passed | 0.01836 seconds |
./spec/models/ticket_spec.rb[1:6:1]                              | passed | 0.0166 seconds  |
./spec/policies/agent_policy_spec.rb[1:1:1]                      | passed | 0.00355 seconds |
./spec/policies/agent_policy_spec.rb[1:1:2]                      | passed | 0.00348 seconds |
./spec/policies/agent_policy_spec.rb[1:2:1]                      | passed | 0.00774 seconds |
./spec/policies/agent_policy_spec.rb[1:2:2]                      | passed | 0.0081 seconds  |
./spec/policies/agent_policy_spec.rb[1:3:1]                      | passed | 0.00444 seconds |
./spec/policies/agent_policy_spec.rb[1:3:2]                      | passed | 0.00418 seconds |
./spec/policies/agent_policy_spec.rb[1:3:3]                      | passed | 0.00417 seconds |
./spec/policies/agent_policy_spec.rb[1:4:1:1]                    | passed | 0.01006 seconds |
./spec/policies/agent_policy_spec.rb[1:4:2:1]                    | passed | 0.0104 seconds  |
./spec/policies/application_policy_spec.rb[1:1:1]                | passed | 0.00338 seconds |
./spec/policies/application_policy_spec.rb[1:1:2]                | passed | 0.0043 seconds  |
./spec/policies/application_policy_spec.rb[1:1:3]                | passed | 0.00406 seconds |
./spec/policies/application_policy_spec.rb[1:1:4]                | passed | 0.00374 seconds |
./spec/policies/application_policy_spec.rb[1:1:5]                | passed | 0.00339 seconds |
./spec/policies/application_policy_spec.rb[1:1:6]                | passed | 0.00393 seconds |
./spec/policies/application_policy_spec.rb[1:1:7]                | passed | 0.0033 seconds  |
./spec/policies/application_policy_spec.rb[1:2:1]                | passed | 0.00335 seconds |
./spec/policies/application_policy_spec.rb[1:2:2]                | passed | 0.00365 seconds |
./spec/policies/application_policy_spec.rb[1:3:1]                | passed | 0.00385 seconds |
./spec/policies/application_policy_spec.rb[1:3:2]                | passed | 0.00351 seconds |
./spec/policies/application_policy_spec.rb[1:4:1]                | passed | 0.00384 seconds |
./spec/policies/comment_policy_spec.rb[1:1:1:1]                  | passed | 0.01274 seconds |
./spec/policies/comment_policy_spec.rb[1:1:2:1:1]                | passed | 0.01244 seconds |
./spec/policies/comment_policy_spec.rb[1:1:2:2:1]                | passed | 0.01269 seconds |
./spec/policies/comment_policy_spec.rb[1:2:1]                    | passed | 0.01745 seconds |
./spec/policies/ticket_policy_spec.rb[1:1:1]                     | passed | 0.0042 seconds  |
./spec/policies/ticket_policy_spec.rb[1:1:2]                     | passed | 0.00419 seconds |
./spec/policies/ticket_policy_spec.rb[1:2:1]                     | passed | 0.00573 seconds |
./spec/policies/ticket_policy_spec.rb[1:2:2]                     | passed | 0.00907 seconds |
./spec/policies/ticket_policy_spec.rb[1:2:3]                     | passed | 0.00891 seconds |
./spec/policies/ticket_policy_spec.rb[1:3:1]                     | passed | 0.00375 seconds |
./spec/policies/ticket_policy_spec.rb[1:3:2]                     | passed | 0.00388 seconds |
./spec/policies/ticket_policy_spec.rb[1:4:1]                     | passed | 0.02375 seconds |
./spec/policies/ticket_policy_spec.rb[1:4:2]                     | passed | 0.01028 seconds |
./spec/policies/ticket_policy_spec.rb[1:5:1]                     | passed | 0.0282 seconds  |
./spec/policies/ticket_policy_spec.rb[1:5:2]                     | passed | 0.01535 seconds |
./spec/policies/ticket_policy_spec.rb[1:5:3]                     | passed | 0.0129 seconds  |
./spec/policies/ticket_policy_spec.rb[1:5:4]                     | passed | 0.01919 seconds |
./spec/policies/ticket_policy_spec.rb[1:6:1]                     | passed | 0.00943 seconds |
./spec/policies/ticket_policy_spec.rb[1:6:2]                     | passed | 0.00627 seconds |
./spec/policies/ticket_policy_spec.rb[1:7:1]                     | passed | 0.01221 seconds |
